transferor_loan_number,due_date,scheduled_amount,received_on,received_amount
TR-0000077,2025-09-01,2782.21,2025-08-30,2782.21
TR-0000077,2025-10-01,2782.21,2025-10-09,2782.21
TR-0000077,2025-11-01,2782.21,2025-11-05,2782.21
TR-0000077,2025-12-01,2782.21,2025-12-13,2782.21
TR-0000077,2026-01-01,2782.21,2025-12-29,2782.21
TR-0000077,2026-02-01,2782.21,2026-02-13,2782.21
TR-0000077,2026-03-01,2782.21,2026-02-27,2782.21
TR-0000077,2026-04-01,2782.21,2026-04-06,2782.21
TR-0000077,2026-05-01,2782.21,2026-05-07,2782.21
TR-0000077,2026-06-01,2782.21,2026-06-13,2782.21
TR-0000077,2026-07-01,2782.21,2026-07-12,2782.21
TR-0000077,2026-08-01,2782.21,2026-08-03,2782.21
TR-0000077,2026-09-01,2782.21,2026-09-06,2782.21
TR-0000077,2026-10-01,2782.21,,
TR-0000078,2024-11-01,1588.03,2024-11-01,1588.03
TR-0000078,2024-12-01,1588.03,2024-12-02,1588.03
TR-0000078,2025-01-01,1588.03,2025-01-08,1588.03
TR-0000078,2025-02-01,1588.03,2025-02-12,1588.03
TR-0000078,2025-03-01,1588.03,2025-02-26,1588.03
TR-0000078,2025-04-01,1588.03,2025-04-02,1588.03
TR-0000078,2025-05-01,1588.03,2025-04-28,1588.03
TR-0000078,2025-06-01,1588.03,2025-06-07,1588.03
TR-0000078,2025-07-01,1588.03,2025-07-04,1588.03
TR-0000078,2025-08-01,1588.03,2025-08-06,1588.03
TR-0000078,2025-09-01,1588.03,2025-09-04,1588.03
TR-0000078,2025-10-01,1588.03,2025-10-11,1588.03
TR-0000078,2025-11-01,1588.03,2025-11-06,1588.03
TR-0000078,2025-12-01,1588.03,2025-12-09,1588.03
TR-0000078,2026-01-01,1588.03,2025-12-29,1588.03
TR-0000078,2026-02-01,1588.03,2026-02-13,1588.03
TR-0000078,2026-03-01,1588.03,2026-03-03,1588.03
TR-0000078,2026-04-01,1588.03,2026-04-06,1588.03
TR-0000078,2026-05-01,1588.03,2026-05-07,1588.03
TR-0000078,2026-06-01,1588.03,2026-06-02,1588.03
TR-0000078,2026-07-01,1588.03,2026-07-05,1588.03
TR-0000078,2026-08-01,1588.03,2026-08-01,1588.03
TR-0000078,2026-09-01,1588.03,2026-09-05,1588.03
TR-0000078,2026-10-01,1588.03,,
TR-0000079,2024-11-01,3505.73,2024-11-09,3505.73
TR-0000079,2024-12-01,3505.73,2024-12-03,3505.73
TR-0000079,2025-01-01,3505.73,2025-01-05,3505.73
TR-0000079,2025-02-01,3505.73,2025-02-03,3505.73
TR-0000079,2025-03-01,3505.73,2025-03-10,3505.73
TR-0000079,2025-04-01,3505.73,2025-03-30,3505.73
TR-0000079,2025-05-01,3505.73,2025-05-11,3505.73
TR-0000079,2025-06-01,3505.73,2025-05-31,3505.73
TR-0000079,2025-07-01,3505.73,2025-07-02,3505.73
TR-0000079,2025-08-01,3505.73,2025-07-31,3505.73
TR-0000079,2025-09-01,3505.73,2025-08-30,3505.73
TR-0000079,2025-10-01,3505.73,2025-10-06,3505.73
TR-0000079,2025-11-01,3505.73,2025-10-29,3505.73
TR-0000079,2025-12-01,3505.73,2025-12-09,3505.73
TR-0000079,2026-01-01,3505.73,2026-01-13,3505.73
TR-0000079,2026-02-01,3505.73,2026-02-04,3505.73
TR-0000079,2026-03-01,3505.73,2026-03-12,3505.73
TR-0000079,2026-04-01,3505.73,2026-04-03,3505.73
TR-0000079,2026-05-01,3505.73,2026-04-30,3505.73
TR-0000079,2026-06-01,3505.73,2026-06-06,3505.73
TR-0000079,2026-07-01,3505.73,2026-06-29,3505.73
TR-0000079,2026-08-01,3505.73,2026-08-01,3505.73
TR-0000079,2026-09-01,3505.73,,
TR-0000079,2026-10-01,3505.73,,
TR-0000080,2024-11-01,3864.41,2024-11-09,3864.41
TR-0000080,2024-12-01,3864.41,2024-12-07,3864.41
TR-0000080,2025-01-01,3864.41,2025-01-06,3864.41
TR-0000080,2025-02-01,3864.41,2025-02-12,3864.41
TR-0000080,2025-03-01,3864.41,2025-02-26,3864.41
TR-0000080,2025-04-01,3864.41,2025-04-06,3864.41
TR-0000080,2025-05-01,3864.41,2025-05-05,3864.41
TR-0000080,2025-06-01,3864.41,2025-06-12,3864.41
TR-0000080,2025-07-01,3864.41,2025-07-10,3864.41
TR-0000080,2025-08-01,3864.41,2025-08-02,3864.41
TR-0000080,2025-09-01,3864.41,2025-09-06,3864.41
TR-0000080,2025-10-01,3864.41,2025-09-28,3864.41
TR-0000080,2025-11-01,3864.41,2025-11-07,3864.41
TR-0000080,2025-12-01,3864.41,2025-12-09,3864.41
TR-0000080,2026-01-01,3864.41,2026-01-12,3864.41
TR-0000080,2026-02-01,3864.41,2026-02-13,3864.41
TR-0000080,2026-03-01,3864.41,2026-03-11,3864.41
TR-0000080,2026-04-01,3864.41,2026-04-09,3864.41
TR-0000080,2026-05-01,3864.41,2026-05-10,3864.41
TR-0000080,2026-06-01,3864.41,2026-06-06,3864.41
TR-0000080,2026-07-01,3864.41,2026-07-04,3864.41
TR-0000080,2026-08-01,3864.41,2026-07-30,3864.41
TR-0000080,2026-09-01,3864.41,2026-09-08,3864.41
TR-0000080,2026-10-01,3864.41,,
TR-0000081,2024-11-01,5694.21,2024-11-06,5694.21
TR-0000081,2024-12-01,5694.21,2024-12-01,5694.21
TR-0000081,2025-01-01,5694.21,2024-12-30,5694.21
TR-0000081,2025-02-01,5694.21,2025-02-06,5694.21
TR-0000081,2025-03-01,5694.21,2025-03-09,5694.21
TR-0000081,2025-04-01,5694.21,2025-04-10,5694.21
TR-0000081,2025-05-01,5694.21,2025-05-01,5694.21
TR-0000081,2025-06-01,5694.21,2025-06-05,5694.21
TR-0000081,2025-07-01,5694.21,2025-07-03,5694.21
TR-0000081,2025-08-01,5694.21,2025-08-11,5694.21
TR-0000081,2025-09-01,5694.21,2025-09-12,5694.21
TR-0000081,2025-10-01,5694.21,2025-10-08,5694.21
TR-0000081,2025-11-01,5694.21,2025-11-11,5694.21
TR-0000081,2025-12-01,5694.21,2025-12-11,5694.21
TR-0000081,2026-01-01,5694.21,2026-01-07,5694.21
TR-0000081,2026-02-01,5694.21,2026-02-07,5694.21
TR-0000081,2026-03-01,5694.21,2026-03-04,5694.21
TR-0000081,2026-04-01,5694.21,2026-04-04,5694.21
TR-0000081,2026-05-01,5694.21,2026-05-09,5694.21
TR-0000081,2026-06-01,5694.21,2026-06-08,5694.21
TR-0000081,2026-07-01,5694.21,2026-07-10,5694.21
TR-0000081,2026-08-01,5694.21,2026-07-31,5694.21
TR-0000081,2026-09-01,5694.21,2026-08-30,5694.21
TR-0000081,2026-10-01,5694.21,,
TR-0000082,2024-11-01,2545.03,2024-11-03,2545.03
TR-0000082,2024-12-01,2545.03,2024-12-09,2545.03
TR-0000082,2025-01-01,2545.03,2025-01-09,2545.03
TR-0000082,2025-02-01,2545.03,2025-01-29,2545.03
TR-0000082,2025-03-01,2545.03,2025-02-26,2545.03
TR-0000082,2025-04-01,2545.03,2025-04-10,2545.03
TR-0000082,2025-05-01,2545.03,2025-05-02,2545.03
TR-0000082,2025-06-01,2545.03,2025-06-05,2545.03
TR-0000082,2025-07-01,2545.03,2025-07-05,2545.03
TR-0000082,2025-08-01,2545.03,2025-08-10,2545.03
TR-0000082,2025-09-01,2545.03,2025-09-11,2545.03
TR-0000082,2025-10-01,2545.03,2025-09-28,2545.03
TR-0000082,2025-11-01,2545.03,2025-11-08,2545.03
TR-0000082,2025-12-01,2545.03,2025-12-10,2545.03
TR-0000082,2026-01-01,2545.03,2026-01-12,2545.03
TR-0000082,2026-02-01,2545.03,2026-02-11,2545.03
TR-0000082,2026-03-01,2545.03,2026-02-27,2545.03
TR-0000082,2026-04-01,2545.03,2026-04-09,2545.03
TR-0000082,2026-05-01,2545.03,2026-05-02,2545.03
TR-0000082,2026-06-01,2545.03,2026-06-05,2545.03
TR-0000082,2026-07-01,2545.03,2026-07-12,2545.03
TR-0000082,2026-08-01,2545.03,2026-08-04,2545.03
TR-0000082,2026-09-01,2545.03,2026-08-30,2545.03
TR-0000082,2026-10-01,2545.03,,
TR-0000083,2024-11-01,5416.57,2024-11-05,5416.57
TR-0000083,2024-12-01,5416.57,2024-12-01,5416.57
TR-0000083,2025-01-01,5416.57,2024-12-29,5416.57
TR-0000083,2025-02-01,5416.57,2025-01-31,5416.57
TR-0000083,2025-03-01,5416.57,2025-02-27,5416.57
TR-0000083,2025-04-01,5416.57,2025-04-13,5416.57
TR-0000083,2025-05-01,5416.57,2025-05-02,5416.57
TR-0000083,2025-06-01,5416.57,2025-05-30,5416.57
TR-0000083,2025-07-01,5416.57,2025-07-10,5416.57
TR-0000083,2025-08-01,5416.57,2025-08-04,5416.57
TR-0000083,2025-09-01,5416.57,2025-09-01,5416.57
TR-0000083,2025-10-01,5416.57,2025-10-13,5416.57
TR-0000083,2025-11-01,5416.57,2025-11-06,5416.57
TR-0000083,2025-12-01,5416.57,2025-12-03,5416.57
TR-0000083,2026-01-01,5416.57,2026-01-11,5416.57
TR-0000083,2026-02-01,5416.57,2026-02-06,5416.57
TR-0000083,2026-03-01,5416.57,2026-03-07,5416.57
TR-0000083,2026-04-01,5416.57,2026-04-02,5416.57
TR-0000083,2026-05-01,5416.57,2026-05-13,5416.57
TR-0000083,2026-06-01,5416.57,2026-06-04,5416.57
TR-0000083,2026-07-01,5416.57,2026-07-07,5416.57
TR-0000083,2026-08-01,5416.57,2026-08-03,5416.57
TR-0000083,2026-09-01,5416.57,2026-08-30,5416.57
TR-0000083,2026-10-01,5416.57,,
TR-0000084,2024-11-01,2985.19,2024-11-12,2985.19
TR-0000084,2024-12-01,2985.19,2024-11-28,2985.19
TR-0000084,2025-01-01,2985.19,2024-12-30,2985.19
TR-0000084,2025-02-01,2985.19,2025-01-31,2985.19
TR-0000084,2025-03-01,2985.19,2025-03-10,2985.19
TR-0000084,2025-04-01,2985.19,2025-04-12,2985.19
TR-0000084,2025-05-01,2985.19,2025-05-11,2985.19
TR-0000084,2025-06-01,2985.19,2025-06-11,2985.19
TR-0000084,2025-07-01,2985.19,2025-07-11,2985.19
TR-0000084,2025-08-01,2985.19,2025-08-05,2985.19
TR-0000084,2025-09-01,2985.19,2025-09-01,2985.19
TR-0000084,2025-10-01,2985.19,2025-10-10,2985.19
TR-0000084,2025-11-01,2985.19,2025-11-05,2985.19
TR-0000084,2025-12-01,2985.19,2025-12-13,2985.19
TR-0000084,2026-01-01,2985.19,2026-01-13,2985.19
TR-0000084,2026-02-01,2985.19,2026-02-10,2985.19
TR-0000084,2026-03-01,2985.19,2026-03-09,2985.19
TR-0000084,2026-04-01,2985.19,2026-04-09,2985.19
TR-0000084,2026-05-01,2985.19,2026-05-04,2985.19
TR-0000084,2026-06-01,2985.19,2026-06-02,2985.19
TR-0000084,2026-07-01,2985.19,2026-07-10,2985.19
TR-0000084,2026-08-01,2985.19,2026-08-01,2985.19
TR-0000084,2026-09-01,2985.19,2026-08-31,2985.19
TR-0000084,2026-10-01,2985.19,,
TR-0000085,2024-11-01,6068.53,2024-11-09,6068.53
TR-0000085,2024-12-01,6068.53,2024-12-09,6068.53
TR-0000085,2025-01-01,6068.53,2025-01-12,6068.53
TR-0000085,2025-02-01,6068.53,2025-02-03,6068.53
TR-0000085,2025-03-01,6068.53,2025-03-06,6068.53
TR-0000085,2025-04-01,6068.53,2025-04-01,6068.53
TR-0000085,2025-05-01,6068.53,2025-05-06,6068.53
TR-0000085,2025-06-01,6068.53,2025-06-11,6068.53
TR-0000085,2025-07-01,6068.53,2025-07-09,6068.53
TR-0000085,2025-08-01,6068.53,2025-08-08,6068.53
TR-0000085,2025-09-01,6068.53,2025-09-05,6068.53
TR-0000085,2025-10-01,6068.53,2025-10-04,6068.53
TR-0000085,2025-11-01,6068.53,2025-11-05,6068.53
TR-0000085,2025-12-01,6068.53,2025-12-06,6068.53
TR-0000085,2026-01-01,6068.53,2026-01-08,6068.53
TR-0000085,2026-02-01,6068.53,2026-01-30,6068.53
TR-0000085,2026-03-01,6068.53,2026-03-07,6068.53
TR-0000085,2026-04-01,6068.53,2026-04-03,6068.53
TR-0000085,2026-05-01,6068.53,2026-05-05,6068.53
TR-0000085,2026-06-01,6068.53,2026-06-01,6068.53
TR-0000085,2026-07-01,6068.53,2026-07-07,6068.53
TR-0000085,2026-08-01,6068.53,2026-08-03,6068.53
TR-0000085,2026-09-01,6068.53,2026-09-12,6068.53
TR-0000085,2026-10-01,6068.53,,
TR-0000086,2024-11-01,1646.63,2024-11-12,1646.63
TR-0000086,2024-12-01,1646.63,2024-11-29,1646.63
TR-0000086,2025-01-01,1646.63,2025-01-09,1646.63
TR-0000086,2025-02-01,1646.63,2025-02-11,1646.63
TR-0000086,2025-03-01,1646.63,2025-03-02,1646.63
TR-0000086,2025-04-01,1646.63,2025-04-06,1646.63
TR-0000086,2025-05-01,1646.63,2025-05-12,1646.63
TR-0000086,2025-06-01,1646.63,2025-05-31,1646.63
TR-0000086,2025-07-01,1646.63,2025-07-06,1646.63
TR-0000086,2025-08-01,1646.63,2025-08-07,1646.63
TR-0000086,2025-09-01,1646.63,2025-09-05,1646.63
TR-0000086,2025-10-01,1646.63,2025-10-06,1646.63
TR-0000086,2025-11-01,1646.63,2025-11-13,1646.63
TR-0000086,2025-12-01,1646.63,2025-12-12,1646.63
TR-0000086,2026-01-01,1646.63,2026-01-11,1646.63
TR-0000086,2026-02-01,1646.63,2026-02-06,1646.63
TR-0000086,2026-03-01,1646.63,2026-03-11,1646.63
TR-0000086,2026-04-01,1646.63,2026-04-12,1646.63
TR-0000086,2026-05-01,1646.63,2026-04-30,1646.63
TR-0000086,2026-06-01,1646.63,2026-05-30,1646.63
TR-0000086,2026-07-01,1646.63,2026-07-02,1646.63
TR-0000086,2026-08-01,1646.63,2026-08-06,1646.63
TR-0000086,2026-09-01,1646.63,,
TR-0000086,2026-10-01,1646.63,,
TR-0000087,2024-11-01,1195.12,2024-11-04,1195.12
TR-0000087,2024-12-01,1195.12,2024-11-28,1195.12
TR-0000087,2025-01-01,1195.12,2025-01-05,1195.12
TR-0000087,2025-02-01,1195.12,2025-01-30,1195.12
TR-0000087,2025-03-01,1195.12,2025-03-02,1195.12
TR-0000087,2025-04-01,1195.12,2025-03-29,1195.12
TR-0000087,2025-05-01,1195.12,2025-05-13,1195.12
TR-0000087,2025-06-01,1195.12,2025-06-08,1195.12
TR-0000087,2025-07-01,1195.12,2025-07-13,1195.12
TR-0000087,2025-08-01,1195.12,2025-08-04,1195.12
TR-0000087,2025-09-01,1195.12,2025-09-08,1195.12
TR-0000087,2025-10-01,1195.12,2025-10-09,1195.12
TR-0000087,2025-11-01,1195.12,2025-10-31,1195.12
TR-0000087,2025-12-01,1195.12,2025-12-04,1195.12
TR-0000087,2026-01-01,1195.12,2026-01-10,1195.12
TR-0000087,2026-02-01,1195.12,2026-02-07,1195.12
TR-0000087,2026-03-01,1195.12,2026-03-10,1195.12
TR-0000087,2026-04-01,1195.12,2026-04-01,1195.12
TR-0000087,2026-05-01,1195.12,2026-05-08,1195.12
TR-0000087,2026-06-01,1195.12,2026-06-08,1195.12
TR-0000087,2026-07-01,1195.12,2026-07-04,1195.12
TR-0000087,2026-08-01,1195.12,2026-07-29,1195.12
TR-0000087,2026-09-01,1195.12,2026-09-11,1195.12
TR-0000087,2026-10-01,1195.12,,
TR-0000088,2024-11-01,1750.66,2024-11-11,1750.66
TR-0000088,2024-12-01,1750.66,2024-12-07,1750.66
TR-0000088,2025-01-01,1750.66,2025-01-11,1750.66
TR-0000088,2025-02-01,1750.66,2025-02-02,1750.66
TR-0000088,2025-03-01,1750.66,2025-03-13,1750.66
TR-0000088,2025-04-01,1750.66,2025-04-10,1750.66
TR-0000088,2025-05-01,1750.66,2025-05-10,1750.66
TR-0000088,2025-06-01,1750.66,2025-06-03,1750.66
TR-0000088,2025-07-01,1750.66,2025-07-12,1750.66
TR-0000088,2025-08-01,1750.66,2025-08-02,1750.66
TR-0000088,2025-09-01,1750.66,2025-09-13,1750.66
TR-0000088,2025-10-01,1750.66,2025-10-03,1750.66
TR-0000088,2025-11-01,1750.66,2025-11-07,1750.66
TR-0000088,2025-12-01,1750.66,2025-12-03,1750.66
TR-0000088,2026-01-01,1750.66,2026-01-11,1750.66
TR-0000088,2026-02-01,1750.66,2026-02-05,1750.66
TR-0000088,2026-03-01,1750.66,2026-02-27,1750.66
TR-0000088,2026-04-01,1750.66,2026-04-13,1750.66
TR-0000088,2026-05-01,1750.66,2026-05-01,1750.66
TR-0000088,2026-06-01,1750.66,2026-06-05,1750.66
TR-0000088,2026-07-01,1750.66,2026-07-04,1750.66
TR-0000088,2026-08-01,1750.66,,
TR-0000088,2026-09-01,1750.66,,
TR-0000088,2026-10-01,1750.66,,
TR-0000089,2024-11-01,3656.35,2024-10-29,3656.35
TR-0000089,2024-12-01,3656.35,2024-12-09,3656.35
TR-0000089,2025-01-01,3656.35,2025-01-01,3656.35
TR-0000089,2025-02-01,3656.35,2025-01-30,3656.35
TR-0000089,2025-03-01,3656.35,2025-02-28,3656.35
TR-0000089,2025-04-01,3656.35,2025-04-07,3656.35
TR-0000089,2025-05-01,3656.35,2025-05-03,3656.35
TR-0000089,2025-06-01,3656.35,2025-05-31,3656.35
TR-0000089,2025-07-01,3656.35,2025-07-05,3656.35
TR-0000089,2025-08-01,3656.35,2025-08-12,3656.35
TR-0000089,2025-09-01,3656.35,2025-09-11,3656.35
TR-0000089,2025-10-01,3656.35,2025-10-10,3656.35
TR-0000089,2025-11-01,3656.35,2025-11-06,3656.35
TR-0000089,2025-12-01,3656.35,2025-12-11,3656.35
TR-0000089,2026-01-01,3656.35,2025-12-30,3656.35
TR-0000089,2026-02-01,3656.35,2026-01-31,3656.35
TR-0000089,2026-03-01,3656.35,2026-03-12,3656.35
TR-0000089,2026-04-01,3656.35,2026-04-08,3656.35
TR-0000089,2026-05-01,3656.35,2026-05-01,3656.35
TR-0000089,2026-06-01,3656.35,2026-06-02,3656.35
TR-0000089,2026-07-01,3656.35,2026-07-09,3656.35
TR-0000089,2026-08-01,3656.35,2026-08-09,3656.35
TR-0000089,2026-09-01,3656.35,2026-09-03,3656.35
TR-0000089,2026-10-01,3656.35,,
TR-0000090,2024-11-01,2036.59,2024-11-02,2036.59
TR-0000090,2024-12-01,2036.59,2024-12-11,2036.59
TR-0000090,2025-01-01,2036.59,2025-01-05,2036.59
TR-0000090,2025-02-01,2036.59,2025-02-01,2036.59
TR-0000090,2025-03-01,2036.59,2025-03-07,2036.59
TR-0000090,2025-04-01,2036.59,2025-04-02,2036.59
TR-0000090,2025-05-01,2036.59,2025-05-09,2036.59
TR-0000090,2025-06-01,2036.59,2025-06-13,2036.59
TR-0000090,2025-07-01,2036.59,2025-07-06,2036.59
TR-0000090,2025-08-01,2036.59,2025-08-03,2036.59
TR-0000090,2025-09-01,2036.59,2025-09-10,2036.59
TR-0000090,2025-10-01,2036.59,2025-10-08,2036.59
TR-0000090,2025-11-01,2036.59,2025-11-08,2036.59
TR-0000090,2025-12-01,2036.59,2025-12-13,2036.59
TR-0000090,2026-01-01,2036.59,2026-01-02,2036.59
TR-0000090,2026-02-01,2036.59,2026-02-06,2036.59
TR-0000090,2026-03-01,2036.59,2026-03-12,2036.59
TR-0000090,2026-04-01,2036.59,2026-03-31,2036.59
TR-0000090,2026-05-01,2036.59,2026-05-03,2036.59
TR-0000090,2026-06-01,2036.59,2026-06-03,2036.59
TR-0000090,2026-07-01,2036.59,2026-07-07,2036.59
TR-0000090,2026-08-01,2036.59,2026-08-09,2036.59
TR-0000090,2026-09-01,2036.59,,
TR-0000090,2026-10-01,2036.59,,
TR-0000091,2024-11-01,3745.01,2024-11-05,3745.01
TR-0000091,2024-12-01,3745.01,2024-12-12,3745.01
TR-0000091,2025-01-01,3745.01,2025-01-11,3745.01
TR-0000091,2025-02-01,3745.01,2025-02-03,3745.01
TR-0000091,2025-03-01,3745.01,2025-03-11,3745.01
TR-0000091,2025-04-01,3745.01,2025-04-02,3745.01
TR-0000091,2025-05-01,3745.01,2025-05-10,3745.01
TR-0000091,2025-06-01,3745.01,2025-06-05,3745.01
TR-0000091,2025-07-01,3745.01,2025-07-04,3745.01
TR-0000091,2025-08-01,3745.01,2025-08-06,3745.01
TR-0000091,2025-09-01,3745.01,2025-09-09,3745.01
TR-0000091,2025-10-01,3745.01,2025-10-13,3745.01
TR-0000091,2025-11-01,3745.01,2025-11-05,3745.01
TR-0000091,2025-12-01,3745.01,2025-12-02,3745.01
TR-0000091,2026-01-01,3745.01,2026-01-04,3745.01
TR-0000091,2026-02-01,3745.01,2026-02-06,3745.01
TR-0000091,2026-03-01,3745.01,2026-03-02,3745.01
TR-0000091,2026-04-01,3745.01,2026-03-29,3745.01
TR-0000091,2026-05-01,3745.01,,
TR-0000091,2026-06-01,3745.01,,
TR-0000091,2026-07-01,3745.01,,
TR-0000091,2026-08-01,3745.01,,
TR-0000091,2026-09-01,3745.01,,
TR-0000091,2026-10-01,3745.01,,
TR-0000092,2024-11-01,3655.23,2024-11-04,3655.23
TR-0000092,2024-12-01,3655.23,2024-12-13,3655.23
TR-0000092,2025-01-01,3655.23,2025-01-09,3655.23
TR-0000092,2025-02-01,3655.23,2025-02-12,3655.23
TR-0000092,2025-03-01,3655.23,2025-02-26,3655.23
TR-0000092,2025-04-01,3655.23,2025-03-30,3655.23
TR-0000092,2025-05-01,3655.23,2025-05-08,3655.23
TR-0000092,2025-06-01,3655.23,2025-06-13,3655.23
TR-0000092,2025-07-01,3655.23,2025-07-02,3655.23
TR-0000092,2025-08-01,3655.23,2025-08-06,3655.23
TR-0000092,2025-09-01,3655.23,2025-09-02,3655.23
TR-0000092,2025-10-01,3655.23,2025-09-28,3655.23
TR-0000092,2025-11-01,3655.23,2025-10-30,3655.23
TR-0000092,2025-12-01,3655.23,2025-12-06,3655.23
TR-0000092,2026-01-01,3655.23,2026-01-09,3655.23
TR-0000092,2026-02-01,3655.23,2026-01-29,3655.23
TR-0000092,2026-03-01,3655.23,2026-03-04,3655.23
TR-0000092,2026-04-01,3655.23,2026-04-07,3655.23
TR-0000092,2026-05-01,3655.23,2026-05-01,3655.23
TR-0000092,2026-06-01,3655.23,,
TR-0000092,2026-07-01,3655.23,,
TR-0000092,2026-08-01,3655.23,,
TR-0000092,2026-09-01,3655.23,,
TR-0000092,2026-10-01,3655.23,,
TR-0000093,2024-11-01,4238.50,2024-11-10,4238.50
TR-0000093,2024-12-01,4238.50,2024-12-09,4238.50
TR-0000093,2025-01-01,4238.50,2024-12-29,4238.50
TR-0000093,2025-02-01,4238.50,2025-02-02,4238.50
TR-0000093,2025-03-01,4238.50,2025-03-06,4238.50
TR-0000093,2025-04-01,4238.50,2025-04-11,4238.50
TR-0000093,2025-05-01,4238.50,2025-05-10,4238.50
TR-0000093,2025-06-01,4238.50,2025-06-04,4238.50
TR-0000093,2025-07-01,4238.50,2025-06-30,4238.50
TR-0000093,2025-08-01,4238.50,2025-07-31,4238.50
TR-0000093,2025-09-01,4238.50,2025-09-12,4238.50
TR-0000093,2025-10-01,4238.50,2025-10-13,4238.50
TR-0000093,2025-11-01,4238.50,2025-11-01,4238.50
TR-0000093,2025-12-01,4238.50,2025-12-12,4238.50
TR-0000093,2026-01-01,4238.50,2026-01-06,4238.50
TR-0000093,2026-02-01,4238.50,2026-01-29,4238.50
TR-0000093,2026-03-01,4238.50,2026-03-08,4238.50
TR-0000093,2026-04-01,4238.50,2026-03-31,4238.50
TR-0000093,2026-05-01,4238.50,2026-05-01,4238.50
TR-0000093,2026-06-01,4238.50,2026-06-02,4238.50
TR-0000093,2026-07-01,4238.50,2026-06-30,4238.50
TR-0000093,2026-08-01,4238.50,,
TR-0000093,2026-09-01,4238.50,,
TR-0000093,2026-10-01,4238.50,,
TR-0000094,2024-11-01,3419.24,2024-11-01,3419.24
TR-0000094,2024-12-01,3419.24,2024-12-04,3419.24
TR-0000094,2025-01-01,3419.24,2025-01-12,3419.24
TR-0000094,2025-02-01,3419.24,2025-02-13,3419.24
TR-0000094,2025-03-01,3419.24,2025-03-05,3419.24
TR-0000094,2025-04-01,3419.24,2025-04-10,3419.24
TR-0000094,2025-05-01,3419.24,2025-05-03,3419.24
TR-0000094,2025-06-01,3419.24,2025-06-03,3419.24
TR-0000094,2025-07-01,3419.24,2025-07-10,3419.24
TR-0000094,2025-08-01,3419.24,2025-08-01,3419.24
TR-0000094,2025-09-01,3419.24,2025-09-04,3419.24
TR-0000094,2025-10-01,3419.24,2025-10-09,3419.24
TR-0000094,2025-11-01,3419.24,2025-11-07,3419.24
TR-0000094,2025-12-01,3419.24,2025-12-11,3419.24
TR-0000094,2026-01-01,3419.24,2025-12-29,3419.24
TR-0000094,2026-02-01,3419.24,2026-02-01,3419.24
TR-0000094,2026-03-01,3419.24,2026-03-09,3419.24
TR-0000094,2026-04-01,3419.24,2026-03-31,3419.24
TR-0000094,2026-05-01,3419.24,2026-05-08,3419.24
TR-0000094,2026-06-01,3419.24,2026-06-05,3419.24
TR-0000094,2026-07-01,3419.24,2026-06-29,3419.24
TR-0000094,2026-08-01,3419.24,2026-08-12,3419.24
TR-0000094,2026-09-01,3419.24,2026-09-07,3419.24
TR-0000094,2026-10-01,3419.24,,
TR-0000095,2024-11-01,4338.44,2024-11-04,4338.44
TR-0000095,2024-12-01,4338.44,2024-12-12,4338.44
TR-0000095,2025-01-01,4338.44,2025-01-09,4338.44
TR-0000095,2025-02-01,4338.44,2025-02-05,4338.44
TR-0000095,2025-03-01,4338.44,2025-03-11,4338.44
TR-0000095,2025-04-01,4338.44,2025-04-13,4338.44
TR-0000095,2025-05-01,4338.44,2025-05-02,4338.44
TR-0000095,2025-06-01,4338.44,2025-06-04,4338.44
TR-0000095,2025-07-01,4338.44,2025-07-11,4338.44
TR-0000095,2025-08-01,4338.44,2025-08-04,4338.44
TR-0000095,2025-09-01,4338.44,2025-09-13,4338.44
TR-0000095,2025-10-01,4338.44,2025-10-09,4338.44
TR-0000095,2025-11-01,4338.44,2025-11-06,4338.44
TR-0000095,2025-12-01,4338.44,2025-12-12,4338.44
TR-0000095,2026-01-01,4338.44,2025-12-31,4338.44
TR-0000095,2026-02-01,4338.44,2026-02-06,4338.44
TR-0000095,2026-03-01,4338.44,2026-03-07,4338.44
TR-0000095,2026-04-01,4338.44,2026-04-03,4338.44
TR-0000095,2026-05-01,4338.44,2026-05-11,4338.44
TR-0000095,2026-06-01,4338.44,2026-06-09,4338.44
TR-0000095,2026-07-01,4338.44,,
TR-0000095,2026-08-01,4338.44,,
TR-0000095,2026-09-01,4338.44,,
TR-0000095,2026-10-01,4338.44,,
TR-0000096,2024-11-01,2628.62,2024-11-05,2628.62
TR-0000096,2024-12-01,2628.62,2024-11-29,2628.62
TR-0000096,2025-01-01,2628.62,2025-01-02,2628.62
TR-0000096,2025-02-01,2628.62,2025-02-10,2628.62
TR-0000096,2025-03-01,2628.62,2025-03-07,2628.62
TR-0000096,2025-04-01,2628.62,2025-04-04,2628.62
TR-0000096,2025-05-01,2628.62,2025-05-03,2628.62
TR-0000096,2025-06-01,2628.62,2025-05-30,2628.62
TR-0000096,2025-07-01,2628.62,2025-07-10,2628.62
TR-0000096,2025-08-01,2628.62,2025-07-31,2628.62
TR-0000096,2025-09-01,2628.62,2025-09-05,2628.62
TR-0000096,2025-10-01,2628.62,2025-10-12,2628.62
TR-0000096,2025-11-01,2628.62,2025-11-05,2628.62
TR-0000096,2025-12-01,2628.62,2025-12-11,2628.62
TR-0000096,2026-01-01,2628.62,2026-01-12,2628.62
TR-0000096,2026-02-01,2628.62,2026-02-07,2628.62
